ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
1315,し,シュレッダー(手動:プラスチック製),しゅれっだーしゅどうぷらすちっくせい,シュレッター ハンドシュレッダー 家庭用シュレッダー 簡易シュレッダー ハンディシュレッダー ペーパーシュレッダー シュレーダー 家庭用シュレッター 紙シュレッダー 手動シュレッダー 手動式シュレッダー,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1316,し,シュレッダー(電動),しゅれっだーでんどうぷらすちっくせい,シュレッター 家庭用シュレッダー 簡易シュレッダー ペーパーシュレッダー 電動シュレッダー シュレーダー 家庭用シュレッター 紙シュレッダー 電気シュレッダー ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1489,し,背負子,しょいこ,ベビーキャリア,粗大ごみ,,,
1488,し,庭園灯,しょうえんとう（きんぞくせい）,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1431,し,消火器,しょうかき,家庭用消火器具 消火ボンベ 消化器 消火機 消火剤 スプレー式消火器 ミニ消火器 消火器ボンベ 空の消化器,その他,,市では収集できません。（販売店等または消火器リサイクル推進センターに相談してください。）,http://www.ferpc.jp/
1429,し,将棋盤（50cm未満）,しょうぎばん（50せんちみまん）,将棋板 将棋台,粗大ごみ,,1回につき5個まで無料です。（粗大ごみの申し込みが必要です。,
1430,し,将棋盤（50cm以上）,しょうぎばん（50せんちいじょう）,将棋板 将棋台,粗大ごみ,,,
1433,し,消臭剤(エアゾール缶),しょうしゅうざいえあぞーるかん,消臭スプレー缶 トイレ消臭剤 エイトフォー 消臭剤の容器,空き缶・ペットボトル,,中身を使いきって出してください。（穴あけは不要です。）/プラスチック製のキャップはプラスチック製容器包装として出してください。（識別表示を確認して出してください。）/中身が出せない場合は「中身入り」と張り紙をして小物金属で出してください。,
1434,し,消臭剤(スプレータイプ・置き型タイプ),しょうしゅうざいすぷれーたいぷおきがたたいぷ,ファブリーズ 芳香スプレー 消臭スプレー トイレの消臭剤 クレベリン 消臭ビーズ リセッシュ 消臭ポット トイレの消臭元 トイレ消臭剤 消臭剤ボトル アルコール除菌スプレー エイトフォー 消臭剤の容器 無香空間,プラスチック製容器包装,,識別表示を確認して出してください。,
1435,し,消臭剤(電池・電気式),しょうしゅうざいでんちでんきしき,消臭プラグ トイレの消臭剤 トイレ消臭剤,小物金属,,詰め替えカートリッジ(エアゾール缶)は空き缶・ペットボトルとして出してください。,
1432,し,消臭シート,しょうしゅうしーと,,普通ごみ,,,
1440,し,証書ホルダー,しょうしょほるだー,卒業証書ホルダー 卒業証書入れ,普通ごみ,ミックスペーパー,紙製のものはミックスペーパーとして出してください。,
1444,し,障子,しょうじ,,粗大ごみ,普通ごみ,排出時に最長辺50cm未満のものは普通ごみとして出してください。,
1445,し,障子紙(未使用),しょうじがみ（みしよう）,,ミックスペーパー,,,
1441,し,賞状,しょうじょう,,ミックスペーパー,,,
1442,し,賞状の筒(紙製),しょうじょうのつつ（かみせい）,紙筒 丸筒 賞状入れ 表彰状筒 賞状いれ かみづつ 賞状筒,ミックスペーパー,,,
1438,し,焼酎サーバー(陶器製),しょうちゅうさーばー（とうきせい）,焼酎のいれもの,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1436,し,消毒液のボトル(ガラス製),しょうどくえきのぼとる（がらすせい）,消毒用エタノール オロナインの瓶 オロナインの容器,普通ごみ,,,
1437,し,消毒液のボトル(プラスチック製),しょうどくえきのぼとる（ぷらすちっくせい）,マキロン オロナイン アルコール消毒液 ミルトン オキシドール カネパス 消毒用エタノール オロナインの容器,プラスチック製容器包装,,識別表示を確認して出してください。,
1245,し,商品が送られてきた際に入っている緩衝材（プラスチック製）,しょうひんがおくられてきたさいにはいっているかんしょうざいぷらすちっくせい,,プラスチック製容器包装,,識別表示を確認して出してください。,
1428,し,商品券（使用できないもの）,しょうひんけん,ギフト券,ミックスペーパー,,,
1439,し,照明器具,しょうめいきぐ,シーリングライト フロアースタンド ペンダントライト 室内灯 電気のかさ 電気の傘 明かり 照明カバー ランプシェード 蛍光灯カバー 照明機器 電球のかさ ランプのかさ 電気かさ 電気傘 電気照明 シェードランプ 電球カバー 蛍光灯の傘 電灯のかさ 電燈 シーリングランプ 天井照明 照明具 ルームライト 電燈カバー 蛍光灯傘 蛍光灯かさ テーブルランプ 電灯の傘 照明の傘 電気シェード 蛍光灯のかさ 照明器具 証明器具 電気のカサ 投光機 シーリング灯 室内電灯のかさ 照明かさ フロアーランプの傘 照明機具 電器の傘 電気カバー 電球傘 フロアライト 電灯傘 ガラスランプ 室内照明 室内電飾 浴室照明カバー 和室用電器カサ ランプ台 Zライト 水槽蛍光灯 卓上照明 ledシーリングライト 天井ライト 電灯笠 フロアスタンド フロアランプ でんき傘 照明器具のかさ 電器かさ 電球の傘 照明のかさ 電器のかさ 電気の笠 電燈のかさ 照明傘 フロア照明 シーリング照明 ペンダントランプ 間接照明 手元灯 害虫灯 クリップスタンド シーリングライトカバー シーリングカバー スポットライト ネイルライト ジェルネイルライト ルームランプ,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。/電球等は厚紙等等に包み「品名」を表示して普通ごみとして出してください。,
1323,し,しょうゆ加工品(めんつゆ、だし醤油など)の入っていたプラスチックボトル,しょうゆかこうひんめんつゆだししょうゆなどのはいっていたぷらすちっくぼとる,調味料のボトル つゆの素 にんべんつゆ 正油 調味料ペットボトル つゆ容器 めんつゆボトル 麺つゆ容器 麺つゆのボトル 麺つゆの容器,プラスチック製容器包装,,識別表示を確認して出してください。,
1324,し,しょうゆ加工品(めんつゆ、だし醤油など)の入っていたペットボトル,しょうゆかこうひんめんつゆだししょうゆなどのはいっていたぺっとぼとる,調味料のボトル つゆの素 にんべんつゆ 正油 調味料ペットボトル つゆ容器 めんつゆボトル 麺つゆ容器 麺つゆのボトル 麺つゆの容器,空き缶・ペットボトル,,,
1443,し,醤油さし(ガラス・陶器・プラスチック製),しょうゆさしがらすとうきせい,しょう油瓶 醤油ボトル 醤油瓶 醤油入れ しょうゆ差し 醤油いれ しょうゆ入れ 醤油容器 醤油ビン 醤油の瓶 しょうゆビン 醤油の容器 正油 醤油びん 醤油差し しょうゆびん,普通ごみ,,,
1321,し,しょうゆの入っていたプラスチックボトル,しょうゆのはいっていたぷらすちっくぼとる,しょう油 しょうゆボトル 調味料のボトル 醤油容器 しょうゆのボトル 醤油のボトル 醤油の容器 正油,プラスチック製容器包装,,識別表示を確認して出してください。,
1322,し,しょうゆの入っていたペットボトル,しょうゆのはいっていたぺっとぼとる,しょう油 しょうゆボトル 調味料のボトル 醤油ペットボトル ペットボトル醤油 醤油容器 しょうゆのペットボトル しょうゆのボトル 醤油のボトル 醤油の容器 正油,空き缶・ペットボトル,,,
1457,し,食卓カバー,しょくたくかばー,キッチンパラソル,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1460,し,食品残渣,しょくひんざんさ,インスタントラーメン カップスープ カップうどん ピスタチオ 柿 もやし カンパン アンパン ダイコン お米 食塩 ハンバーガー 白米 コーヒーシュガー 砂糖 冷凍食品 きのこ キノコ おでん 古米 ファストフード シュウマイ どら焼き 蒲鉾 砂肝 残飯 食べ物 生クリーム 調味料の中身 保存食 餃子 あられ じゃがいも チーズ チョコレート バナナの皮 芋 魚の骨 鶏がら 小麦粉 煎餅 豚の骨 豚骨 あおやぎ ギョーザ サザエ なめこ 食物残渣 おにぎり 苺 刺身 こんにゃく 食べ残し ソーセージ そうめん レモン スイカ たまねぎ おから 魚肉ソーセージ ポップコーン 菓子パン コーヒー豆 コーンフレーク ごはん 酒かす 酒粕 ウインナー サケ フランスパン 鮮魚 惣菜 米粉 タマゴ ゆで卵 刺し身 バケット ジャガイモ みかんの皮,普通ごみ,,可能な範囲で水切りして出してください。,
1459,し,食品の紙容器(油汚れがついているもの),しょくひんのかみようき,モールドパック,普通ごみ,,,
1458,し,食品の個別包装紙,しょくひんのこべつほうそうし,ハンバーガーの包装紙,ミックスペーパー,,汚れがひどいものは普通ごみとして出してください。,
1462,し,食品包装(プラスチック製),しょくひんほうそう（ぷらすちっくせい）,キムチの容器 おにぎり包装 パンの袋 ゼリーの容器 ポテトチップスの袋 もやしの袋 食品の袋 食材の袋 スパゲティの袋 ふりかけの袋 冷凍食品の包装 お茶漬けの袋 ビニール包装袋 パン袋 アイスの袋 海苔の容器 海苔の入れ物 ゼリー容器 食品の入った袋 焼きそばの袋 食品包装材 小麦粉の袋 焼きそばの麺の袋 冷凍食品の袋 ラーメンの袋 菓子パンの袋 煎餅袋 片栗粉の袋 インスタントラーメンのふくろ ウインナーの袋 おにぎりの袋 おにぎり袋 コーヒーの袋 コンビニおにぎり ソーセージの包装 ソーセージの袋 米粉 野菜の袋 野菜の包装 冷凍食品包装 あじのもと うまい棒の袋 パンの包装 おにぎりのフィルム 冷凍食品外装 ベーコンの袋 アイス袋 コーンフレークの袋 みそ容器 味噌ケース 味噌の容器,プラスチック製容器包装,,識別表示を確認して出してください。/汚れのひどいものは普通ごみとして出してください。,
1463,し,食品用装飾品(プラスチック製),しょくひんようそうしょくひんぷらすちっくせい,バラン 笹の葉 ばらん お寿司の仕切り お弁当バラン,普通ごみ,,食品用装飾品はプラスチック製品なので、プラスチック製容器包装ではなく、普通ごみとして出してください。,
1464,し,食用油,しょくようあぶら,オリーブオイル オリーブ油 サラダ油 てんぷら油 天ぷらあぶら 植物油 サラダオイル 廃食用油 天ぷら油 テンプラ油 使用済み油 揚げ油 古い油 調理油 揚げ油 使用済み食用油 揚げ物の油 廃食油,普通ごみ,,紙などに染み込ませるか固めて出してください。/ボトルは識別表示をを確認して、ペットボトルかプラスチック製容器包装として出してください。,
1465,し,食用油の缶,しょくようあぶらのかん,油の缶 ゴマ油缶 油缶 油カン サラダオイルカン オイルの容器 食用油の容器 食用油缶 オリーブオイル缶 金属容器 ゴマ油の缶 ごま油のカン ごま油のカン ,空き缶・ペットボトル,,中身を使いきって、軽くすすいで出してください。,
1466,し,食用油のびん,しょくようあぶらのかんびん,油の瓶 ゴマ油瓶 油びん 油ビン サラダオイルビン オイルの容器 食用油の容器 食用油缶 オリーブオイル瓶 金属容器 ゴマ油のビン ごま油のびん ごま油のビン ごま油の瓶 食用油ビン サラダ油びん サラダ油瓶 食用油のびん オリーブ油 オリーブオイルのボトル オリーブオイルの瓶 ゴマ油びん あぶらの缶 あぶらの瓶 オリーブオイルのびん サラダ油の缶 食用油の瓶 オリーブオイルびん ごま油びん 食用油びん ごま油ビン オリーブ油のビン ゴマ油のびん ゴマ油ビン サラダオイル容器 サラダ油のビン ごまあぶら ゴマ油ビン 食用油のビン ごま油瓶 サラダ油ビン ,空きびん,,中身を使いきって、軽くすすいで出してください。/空きびんは、袋に入れずに寝かせて空きびん入れに入れることが原則ですが、事情により空きびん入れのない場所では、透明・半透明の袋に入れて出してください。（散乱等のないよう安全には十分注意して出してください。）/金属製のふたは空き缶・ペットボトルとして出してください。,
1467,し,食用油のプラスチックボトルのキャップ,しょくようあぶらのぷらすちっくぼとるのきゃっぷ,サラダオイルの容器 食用油の容器 食用油のペットボトル サラダ油の容器 サラダ油ペットボトル,プラスチック製容器包装,,識別表示を確認して出してください。,
1468,し,食用油のプラスチックボトルのラベル,しょくようあぶらのぷらすちっくぼとるのらべる,サラダオイルの容器 食用油の容器 食用油のペットボトル サラダ油の容器 サラダ油ペットボトル,プラスチック製容器包装,,識別表示を確認して出してください。,
1469,し,食用油のプラスチックボトルのラベル(紙製),しょくようあぶらのぷらすちっくぼとるのらべる（かみせい）,サラダオイルの容器 食用油の容器 食用油のペットボトル サラダ油の容器 サラダ油ペットボトル,ミックスペーパー,,,
1470,し,食用油のプラスチックボトルの外包装,しょくようあぶらのぷらすちっくぼとるのそとほうそう,サラダオイルの容器 食用油の容器 食用油のペットボトル サラダ油の容器 サラダ油ペットボトル,プラスチック製容器包装,,識別表示を確認して出してください。,
1471,し,食用油のボトル(プラスチック製),しょくようあぶらのぼとるぷらすちっくせい,サラダオイルの容器 食用油の容器 食用油のペットボトル サラダ油の容器 サラダ油ペットボトル 食用油ペットボトル 食用油ボトル サラダオイルのボトル,プラスチック製容器包装,,識別表示を確認して出してください。,
1461,し,食品保存用の袋,しょくようほぞんようのふくろ,ジップロック 保冷バッグ 保存パック フリーザーバック 保冷袋 ジブロック 保存袋 フリーザーパック ジプロック ジッパー付き袋 ストックバッグ 密閉袋 フリーザバック 冷凍保存バッグ 保存バッグ フリーザーバッグ ZIPロック 食料保存容器 ジプロック容器,普通ごみ,,食品保存用の袋はプラスチック製品なので、プラスチック製容器包装ではなく、普通ごみとして出してください。,
1421,し,書籍,しょせき,専門書 洋書 実用書 書物類 百科辞典 絵本 教科書 古本 参考書 辞書 写真集 取扱説明書 文庫本 古書 単行本 図鑑 かたろぐ 国語辞典 書物 広辞苑 資料集 ハードカバー 小説 児童書 学習ドリル エロ本 教本 えほん 医学辞典 漢字辞書 ビニ本 国語辞書 聖書 ムック本 テキスト本 漫画単行本 ライトノベル 文集 ハードカバー本,資源集団回収,,資源集団回収の回収場所等がわからない場合は生活環境事業所に相談してください。,
1455,し,食器洗い乾燥機,しょっきあらいかんそうき,食洗機 食器乾燥機 食器洗い洗浄機 食器洗い機 食器洗機 食器洗浄器 食洗器 食器洗浄機 食器乾燥器 食器洗い器 電気乾燥機 食器ドライヤー しょくせんき 食器用乾燥機 食器洗浄乾燥機,粗大ごみ,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
1456,し,食器棚シート,しょっきだなしーと,たんすシート 食器シート 食器棚マット 食器棚用シート,普通ごみ,,,
1454,し,食器(陶器・ガラス製),しょっきとうきがらすせい,お茶碗 ちゃわん 御茶碗 ご飯茶碗 陶器茶碗 お椀 御椀 お腕 お碗 汁椀 ごはん茶碗 瀬戸物 陶磁器製品 丼 湯のみ 食器 食器皿 湯呑茶碗 瀬戸もの セラミック製品 ゆのみ 湯飲み茶椀 湯呑み 瀬戸物食器 湯のみ茶碗 小鉢 湯飲み茶碗 陶器食器 レンジプレート 湯飲み茶わん 湯飲茶わん 湯呑み茶碗 瀬戸物皿 お皿 ガラス皿 ガラス食器 食器皿 おさら 陶器皿 大皿 ガラスの皿 ガラス器 グラタン皿 コーヒーソーサー 丸皿 オーブン皿 グラタン容器 耐熱皿 小皿 ガラスの器 ガラス食器 陶器の皿 角皿 絵皿 銘々皿 薬味皿 ランチプレート ガラスのお皿 グリル皿 ジョッキ ガラスグラス ビールジョッキ ワイングラス ビアジョッキ ジョッキグラス ガラスのコップ ガラス食器 ビールグラス ガラスカップ グラスコップ ガラスジョッキ コーヒーカップ ティーカップ 珈琲カップ コーヒーコップ 陶器のコップ 陶器コップ ソーサーカップ 陶器製食器 お銚子 皿 お皿,普通ごみ,,厚紙等に包み「ワレモノキケン」と表示して出してください。 ,
1453,し,食器(プラスチック製),しょっきぷらすちっくせい,合成漆器 プラスチック製の食器 プラスチックの皿 プラ皿 おさら プラスチックの食器 プラスチックお皿 コーヒーソーサー 丸皿 小皿 プラスチック皿 プラスチック食器 角皿 薬味皿 ランチプレート,普通ごみ,,,
1327,し,ショックアブソーバー(自動車),しょっくあぶそーばー（じどうしゃ）,サスペンション ダンパー,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1422,し,書道下敷き,しょどうしたじき,習字下敷き,普通ごみ,,,
1423,し,書道箱,しょどうばこ,書道かばん 習字かばん 習字箱 書道バッグ 習字バック 習字カバン 書道ケース 習字ケース,普通ごみ,,,
1424,し,書類,しょるい,請求書 テスト用紙 契約書 マニュアル 機密書類 冊子 取り扱い説明書 重要書類 履歴書 帳簿 ライナーノーツ 機密文書 送り状 領収証 ブックレット 取扱説明書 取扱い説明書本 保証書 ポートフォリオ 学校のプリント 学習問題集 算数問題集 答案用紙,ミックスペーパー,,ただし、事業活動から出るものは市では収集できません。,http://www.city.kawasaki.jp/kurashi/category/24-1-25-0-0-0-0-0-0-0.html
1497,し,使用済みの紙,しようずみのかみ,書いた用紙 書き損じ 使用した半紙 使用済みノート 使用済み半紙 絵を描いた紙 絵の具のついた紙 クレヨンで描いた紙 クレヨン画 クレヨン画用紙,ミックスペーパー,,,
1330,し,シリコン製品,しりこんせいひん,シリコーン ルクエ シリコン素材 シリコンケース シリコントング シリコンスチーマー シリコンカップ シリコンカバー シリコンゴム スチームケース シリコン鍋 シリコン菜箸 シリコンふた シリコン調理器 シリコントレー シリコンザル パスタ掴み,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1329,し,シリコン製ブラジャー,しりこんせいぶらじゃー,ヌーブラ,普通ごみ,,,
1328,し,シリコンマット,しりこんまっと,樹脂マット 樹脂製マット,普通ごみ,,,
1331,し,シルバーカー,しるばーかー,歩行車 歩行補助車 キャリースルーン ワイヤーカー,粗大ごみ,,,
1332,し,シルバーカート,しるばーかーと,,粗大ごみ,,,
1333,し,シルバークリーナー(びん),しるばーくりーなー（びん）,,普通ごみ,,,
1334,し,シルバークリーナー(プラスチック製),しるばーくりーなー（ぷらすちっくせい）,,プラスチック製容器包装,,汚れのひどいもは普通ごみとして出してください。,
1476,し,真空管,しんくうかん,,普通ごみ,,,
1475,し,真空パック機,しんくうぱっくき,フードシーラー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1494,し,真空パック器,しんくうぱっくき,真空パック機 フードセーバー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1335,し,シンクマット,しんくまっと,,普通ごみ,,,
1478,し,診察券（プラスチック製）,しんさつけん,診察カード プラスチック診察券,普通ごみ,,,
1477,し,診察券（紙製）,しんさつけん（かみせい）,診察カード,ミックスペーパー,,,
1479,し,身長計,しんちょうけい,,粗大ごみ,,,
1336,し,シンバルスタンド,しんばるすたんど,,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1472,し,新聞,しんぶん,新聞紙 しんぶんし 古新聞 タブロイド新聞 タブロイド版,資源集団回収,,資源集団回収の回収場所等がわからない場合は生活環境事業所に相談してください。,
1473,し,新聞ストッカー（金属製）,しんぶんすとっかー（きんぞくせい）,新聞ストック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1474,し,新聞ストッカー（金属製以外）,しんぶんすとっかー（きんぞくせいいがい）,新聞ストック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1263,し,ジェルパッド,じぇるぱっと,ジェルパット 冷却ジェルパット 冷感パット,普通ごみ,,,
1349,し,磁気カード,じきかーど,Suica キャッシュカード バスカード プリペイドカード 銀行カード クレジットカード ポイントカード 図書カード 使用済みプリペイドカード 磁器カード テレホンカード テレフォンカード テレカ テレホォンカード ICカード テレビカード クオカード イオカード ic乗車券 パスネット パスモ 電子カード QUOカード モバイルカード icoca pitapa sugoca toica スマートカード メンバーズカード iTunesカード PASMO amazonギフト券,普通ごみ,,発行店で回収する場合もあるので、出す前に発行店等に確認してください。,
1350,し,磁気ガード用金属シート,じきがーどようきんぞくしーと,磁気ガード,小物金属,,,
1351,し,磁気ネックレス,じきねっくれす,ピップマグネループ,普通ごみ,,,
1352,し,磁気マット,じきまっと,,粗大ごみ,,,
1347,し,字消し板（金属製以外）,じけしばん（きんぞくせいいがい）,,普通ごみ,,,
1348,し,字消し板（金属製）,じけしばん（きんぞくせい）,,小物金属,,,
1272,し,磁石,じしゃく,,小物金属,,,
1353,し,磁石入絆創膏,じしゃくいりばんそうこう,ピップエレキバン,普通ごみ,,,
1273,し,ジッパー（金属製）,じっぱー（きんぞくせい）,ファスナー チャック コイルファスナー,小物金属,,,
1274,し,ジッパー（金属製以外）,じっぱー（きんぞくせいいがい）,ファスナー チャック コイルファスナー,普通ごみ,,,
1354,し,自転車,じてんしゃ,バイク 子供自転車 折りたたみ自転車 子供の自転車 おりたたみ自転車部品 子供用バイク 折り畳み式自転車 折り畳み自転車 クロスバイク 子供用自転車 補助つき自転車 折りたたみ式自転車 子ども自転車 こども自転車 マウンテンバイク ロードバイク 幼児用自転車 子ども用自転車,粗大ごみ,,,
1368,し,自転車充電器,じてんしゃじゅうでんき,自転車バッテリ充電器 電動自転車充電器 自転車の充電器,その他,,販売店に相談してください。販売店で回収できない場合は粗大ごみとして出してください。,
1356,し,自転車スタンド（金属製）,じてんしゃすたんど（きんぞくせい）,自転車のスタンド 自転車止め 自転車立て キックスタンド 一輪車スタンド,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1357,し,自転車スタンド（金属製以外）,じてんしゃすたんど（きんぞくせいいがい）,自転車のスタンド 自転車止め 自転車立て キックスタンド 一輪車スタンド,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1367,し,自転車荷台,じてんしゃにだい,自転車部品 自転車の荷台,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1358,し,自転車のカバー,じてんしゃのかばー,自転車カバー サイクルカバー 自転車ビニールカバー,普通ごみ,,,
1359,し,自転車のサドル,じてんしゃのさどる,自転車イス 自転車サドル 自転車のイス 自転車部品 自転車椅子 自転車シート 自転車いす 自転車のシート,小物金属,,,
1365,し,自転車の車輪,じてんしゃのしゃりん,自転車のタイヤ 自転車タイヤ 自転車のホイール 自転車用タイヤ 自転車チューブ 自転車部品 チューブレスタイヤ 自転車ホイル 三輪車のタイヤ 自転車ホイール 自転車車輪 一輪車のタイヤ,粗大ごみ,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
1360,し,自転車のチェーン,じてんしゃのちぇーん,自転車チェーン,小物金属,,,
1495,し,自転車の泥除け(金属製),じてんしゃのどろよけ（きんぞくせい）,,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1496,し,自転車の泥除け(金属製以外),じてんしゃのどろよけ（きんぞくせいいがい）,,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
1493,し,自転車・バイクのアクセサリー/パーツ(金属製),じてんしゃのぱーつきんぞくせい,ブレーキワイヤー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1361,し,自転車のフレーム,じてんしゃのふれーむ,シートポスト,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
1362,し,自転車のベル（金属製）,じてんしゃのべる（きんぞくせい）,自転車ベル 自転車の鈴 自転車の鐘,小物金属,,,
1363,し,自転車のベル（金属製以外）,じてんしゃのべる（きんぞくせいいがい）,自転車ベル 自転車の鈴 自転車の鐘,普通ごみ,,,
1366,し,自転車の補助輪,じてんしゃのほじょりん,自転車部品 自転車補助輪,小物金属,,,
1364,し,自転車のライト,じてんしゃのらいと,ダイナモライト サイクルライト 自転車ライト 自動車ライト,小物金属,,電池は使用済み乾電池として出してください。,
1355,し,自転車・バイクのカゴ,じてんしゃばいくのかご,自転車のかご 自転車のカゴ バイクかご バイク用かご 前カゴ 自転車カゴ 金属カゴ 自転車部品 自転車かご スチールかご 金属かご 金属のかご メッシュカゴ 自転車の前かご 網カゴ ステンレスカゴ 自転車前カゴ 自転車バスケット 自転車前かご 自転車後ろかご 自転車鉄かご 自転車ラック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個の粗大ごみとして出すことができます。）,
1369,し,自転車補助椅子(プラスチック製),じてんしゃほじょいす（ぷらすちっくせい）,自転車の子供用いす 自転車の幼児イス 自転車補助席 自転車子供椅子 自転車部品 自転車補助いす 自転車幼児用補助席 自転車用補助椅子 自転車チャイルドシート 子供用補助いす 自転車用補助いす 自転車用椅子 自転車用チャイルドシート 自転車用子供椅子 自転車のチャイルドシート 自転車補助シート 自転車用補助シート 自転車用こども椅子 自転車用補助席 自転車子供乗せ 自転車子供いす,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1370,し,自転車補助椅子(金属製),じてんしゃほじょいす（きんぞくせい）,自転車の子供用いす 自転車の幼児イス 自転車補助席 自転車子供椅子 自転車部品 自転車補助いす 自転車幼児用補助席 自転車用補助椅子 自転車チャイルドシート 子供用補助いす 自転車用補助いす 自転車用椅子 自転車用チャイルドシート 自転車用子供椅子 自転車のチャイルドシート 自転車補助シート 自転車用補助シート 自転車用こども椅子 自転車用補助席 自転車子供乗せ 自転車子供いす,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1371,し,自転車用充電池,じてんしゃようじゅうでんち,自転車用バッテリー 自転車用蓄電池 電気自転車のバッテリー 自転車のバッテリー 自転車の電池 自転車電池 電動自転車バッテリー 電動自転車のバッテリー 自転車部品 アシスト自転車バッテリー 自転車の充電池 電動自転車用バッテリー 電動自転車充電池 電動自転車電池,その他,,販売店等または回収協力店での回収をお願いします。,https://www.jbrc-sys.com/brsp/a2A/itiran.G01
,し,自動車部品,じどうしゃぶひん,自動車部品 タイヤ バッテリー 車部品 ,その他,,市では収集できません。（販売店等に相談してください。）,
1372,し,自動車プラグ,じどうしゃぷらぐ,スパークプラグ 点火プラグ,小物金属,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
1374,し,自動車用カバー,じどうしゃようかばー,ボディカバー,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
1373,し,自動巻上げ機,じどうまきあげき,自動巻 自動巻上げ器 自動巻上げ,小物金属,,,
1499,し,自撮り棒（金属製）,じどりぼう（きんぞくせい）,セルカ棒 自撮棒 自分撮りスティック 自撮り一脚 手持ち一脚 セルフィースティック セルフィー棒 自分撮り棒,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1500,し,自撮り棒（金属製以外）,じどりぼう（きんぞくせいいがい）,セルカ棒 自撮棒 自分撮りスティック 自撮り一脚 手持ち一脚 セルフィースティック セルフィー棒 自分撮り棒,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
1277,し,ジャージー(衣類),じゃーじーいるい,ユニジャージー,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
1403,し,蛇口・水栓(自分で取り外したもののみ),じゃぐちじぶんでとりはずしたもののみ,水栓 水道蛇口 水道の蛇口 水道パイプ 水道栓 蛇口混合栓 カラン 水栓金具 分岐水栓 混合水栓 水道金具 風呂水栓 シングルレバー混合栓,小物金属,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
1282,し,ジャケット,じゃけっと,ナイロンジャケット 防水ジャケット,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
1284,し,ジャッキ,じゃっき,油圧ジャッキ フロアージャッキ フロアジャッキ 車のジャッキ ガレージジャッキ 油圧式ジャッキ カージャッキ 自動車用ジャッキ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1285,し,ジャッキスタンド,じゃっきすたんど,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
1290,し,ジャムの紙容器,じゃむのかみようき,ジャムの容器,ミックスペーパー,,汚れのひどいものは普通ごみとして出してください。,
